"Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating","Year_since_Release","Decade","Platform_Company","Platform_Gen","Family_Platform","Main_Developer","Developer_Country","Main_Publisher"
"I-Ninja","XB",2003,"Platform","Namco Bandai Games",0.05,0.02,0,0,0.07,75,18,82,8,"Argonaut Games","T",13,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Namco"
"The Lord of the Rings: The Battle for Middle-Earth","PC",2004,"Strategy","Electronic Arts",0.01,0.06,0,0.01,0.07,82,42,84,199,"EA LA","T",12,"00s","Microsoft","5th Gen","Misc","EA","US","EA"
"Kessen III","PS2",2004,"Strategy","Tecmo Koei",0.04,0.03,0,0.01,0.07,73,26,79,20,"Koei","T",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"The King of Fighters Collection: The Orochi Saga","PSP",2008,"Fighting","Ignition Entertainment",0.07,0,0,0,0.07,61,16,68,9,"SNK Playmore","T",8,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Aero Elite: Combat Academy","PS2",2002,"Simulation","Sega",0.04,0.03,0,0.01,0.07,64,18,68,8,"Sega AM2","E",14,"00s","SONY","6th Gen","SONY_PS","Sega","Japan","Sega"
"Wrath Unleashed","PS2",2004,"Strategy","LucasArts",0.04,0.03,0,0.01,0.07,64,25,58,6,"Double Helix Games","T",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Divinity II: Ego Draconis","PC",2009,"Role-Playing","DTP Entertainment",0.01,0.05,0,0.01,0.07,72,43,75,125,"Larian Studios","M",7,"00s","Microsoft","5th Gen","Misc","Other","Other","Other"
"Commandos 2: Men of Courage","XB",2002,"Strategy","Eidos Interactive",0.05,0.02,0,0,0.07,67,12,82,5,"Pyro Studios","T",14,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other"
"Emergency 2012","PC",2010,"Simulation","Deep Silver",0.02,0.04,0,0.01,0.07,61,9,60,12,"ValuSoft","T",6,"00s","Microsoft","5th Gen","Misc","Other","Other","Other"
"Overlord: Minions","DS",2009,"Puzzle","Codemasters",0.07,0,0,0.01,0.07,58,22,53,4,"Climax Group","E10+",7,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"Fairy Fencer F: Advent Dark Force","PS4",2015,"Role-Playing","Idea Factory International",0.02,0,0.05,0,0.07,71,21,60,34,"Compile Heart","T",1,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other"
"Alvin and the Chipmunks","PS2",2007,"Misc","Brash Entertainment",0.04,0.03,0,0.01,0.07,33,5,43,6,"Sensory Sweep","E",9,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Hearts of Iron III","PC",2009,"Strategy","Paradox Interactive",0.02,0.04,0,0.01,0.07,77,23,69,233,"Paradox Development Studio","E10+",7,"00s","Microsoft","5th Gen","Misc","Tencent","China","Tencent"
"Kengo: Legend of The 9","X360",2006,"Fighting","Majesco Entertainment",0.06,0.01,0,0.01,0.07,38,18,39,14,"Genki","M",10,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Romance of the Three Kingdoms XI","PS2",2007,"Strategy","Tecmo Koei",0,0,0.07,0,0.07,69,10,82,8,"Koei","E10+",9,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Hammerin' Hero","PSP",2008,"Action","Irem Software Engineering",0.06,0,0,0.01,0.07,73,19,71,8,"Irem","E10+",8,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Dark Souls III","PC",2016,"Role-Playing","Namco Bandai Games",0,0.07,0,0,0.07,89,56,84,1848,"From Software","M",0,"10s","Microsoft","5th Gen","Misc","Other","Other","Namco"
"TMNT: Mutant Melee","GC",2005,"Fighting","Konami Digital Entertainment",0.06,0.01,0,0,0.07,44,16,26,4,"Konami Computer Entertainment Hawaii","T",11,"00s","Nintendo","6th Gen","Misc","Other","Other","Other"
"Combat: Task Force 121","XB",2005,"Shooter","Zoo Digital Publishing",0.05,0.02,0,0,0.07,44,9,83,4,"Direct Action Games","M",11,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other"
"Stacked with Daniel Negreanu","PS2",2006,"Misc","Myelin Media",0.04,0.03,0,0.01,0.07,63,23,51,7,"5000ft","T",10,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Circus Maximus: Chariot Wars","XB",2002,"Racing","THQ",0.05,0.02,0,0,0.07,67,26,48,4,"Kodiak Interactive","T",14,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other"
"Serious Sam: Next Encounter","PS2",2004,"Shooter","Global Star",0.04,0.03,0,0.01,0.07,65,27,76,17,"Climax Group","M",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Tom Clancy's Ghost Recon 2","GC",2005,"Shooter","Ubisoft",0.06,0.01,0,0,0.07,54,10,12,11,"Ubisoft Shanghai","T",11,"00s","Nintendo","6th Gen","Misc","Ubisoft","France","Ubisoft"
"Monster Racers","DS",2009,"Racing","Tecmo Koei",0.05,0,0.02,0,0.07,70,5,88,5,"Koei","E",7,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"Speed Zone","Wii",2009,"Racing","Bethesda Softworks",0.01,0.05,0,0.01,0.07,37,14,36,11,"Awesome Play Ltd.","E",7,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other"
"James Cameron's Dark Angel","XB",2002,"Action","Vivendi Games",0.05,0.02,0,0,0.07,47,17,81,6,"Radical Entertainment","T",14,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Ubisoft"
"Aqua Teen Hunger Force: Zombie Ninja Pro-Am","PS2",2007,"Racing","Midway Games",0.03,0.03,0,0.01,0.07,37,19,57,10,"Creat Studios","M",9,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Operation Darkness","X360",2007,"Role-Playing","Success",0.07,0,0,0.01,0.07,46,22,68,21,"Success","M",9,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Galerians: Ash","PS2",2002,"Adventure","Sammy Corporation",0.03,0.03,0,0.01,0.07,50,22,77,11,"Polygon Magic","T",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"R-Type Command","PSP",2007,"Strategy","Rising Star Games",0.05,0,0.01,0.01,0.07,69,29,63,6,"Irem","E10+",9,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Haunting Ground","PS2",2005,"Action","Capcom",0.03,0.03,0,0.01,0.07,67,33,86,44,"Capcom","M",11,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Grand Kingdom","PS4",2015,"Role-Playing","Nippon Ichi Software",0.03,0,0.03,0.01,0.07,78,33,79,63,"Spike Chunsoft","T",1,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other"
"Robocalypse","DS",2008,"Strategy","Tecmo Koei",0.07,0,0,0.01,0.07,78,15,84,18,"Vogster","E10+",8,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"Homie Rollerz","DS",2008,"Racing","Destineer",0.07,0,0,0.01,0.07,23,9,22,12,"Webfoot Technologies","E",8,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"Escape Dead Island","X360",2014,"Action","Deep Silver",0.03,0.04,0,0.01,0.07,32,12,36,74,"Fatshark AB","M",2,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Tom Clancy's Splinter Cell: Chaos Theory","DS",2005,"Action","Ubisoft",0.06,0,0,0.01,0.07,50,22,68,25,"Gameloft","T",11,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Ubisoft"
"Romance of the Three Kingdoms IX","PS2",2003,"Strategy","Tecmo Koei",0.03,0.03,0,0.01,0.07,74,17,87,10,"Koei","E",13,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Second Sight","XB",2004,"Adventure","Codemasters",0.05,0.02,0,0,0.07,75,46,78,6,"Free Radical Design","T",12,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other"
"Operation Flashpoint: Red River","PC",2011,"Shooter","Codemasters",0.01,0.04,0,0.01,0.07,67,25,47,103,"Codemasters","M",5,"10s","Microsoft","5th Gen","Misc","Other","Other","Other"
"Vanguard Bandits","PS",1998,"Strategy","Human Entertainment",0.04,0.03,0,0,0.07,62,5,72,15,"S-Neo","T",18,"90s","SONY","5th Gen","SONY_PS","Other","Other","Other"
"MLB Front Office Manager","X360",2009,"Sports","Take-Two Interactive",0.06,0,0,0.01,0.07,47,13,44,10,"Blue Castle Games","E",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Sega"
"Child of Light","PSV",2014,"Role-Playing","Ubisoft",0,0.04,0.02,0.01,0.07,83,14,76,108,"Ubisoft Montreal","E10+",2,"10s","SONY","8th Gen","SONY_PS","Ubisoft","France","Ubisoft"
"Silent Hill: Origins","PS2",2008,"Action","Konami Digital Entertainment",0.03,0.03,0,0.01,0.07,70,21,72,59,"Climax Group","M",8,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Harry Potter and the Sorcerer's Stone","XB",2003,"Action","Electronic Arts",0.05,0.02,0,0,0.07,59,11,58,5,"Warthog","E",13,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","EA"
"Damnation","X360",2009,"Shooter","Codemasters",0.06,0.01,0,0.01,0.07,36,39,54,50,"Blue Omega","M",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Samurai Warriors","XB",2004,"Action","Tecmo Koei",0.05,0.02,0,0,0.07,71,20,88,5,"Omega Force","T",12,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other"
"FIFA Soccer 2004","GC",2003,"Sports","Electronic Arts",0.05,0.01,0,0,0.07,83,17,60,12,"EA Canada","E",13,"00s","Nintendo","6th Gen","Misc","EA","US","EA"
"Record of Agarest War","PS3",2007,"Role-Playing","Ghostlight",0,0.03,0.03,0.01,0.07,67,7,66,34,"Compile Heart","T",9,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"SNK Arcade Classics Vol. 1","Wii",2008,"Misc","Ignition Entertainment",0.06,0,0,0,0.07,73,18,78,4,"SNK Playmore","T",8,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other"
"Dave Mirra BMX Challenge","PSP",2006,"Sports","Oxygen Interactive",0.06,0,0,0.01,0.07,32,11,44,10,"Left Field Productions","E",10,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Rayman 3: Hoodlum Havoc","GC",2003,"Platform","Ubisoft",0.05,0.01,0,0,0.07,77,24,81,21,"Ubisoft Shanghai","E",13,"00s","Nintendo","6th Gen","Misc","Ubisoft","France","Ubisoft"
"The Guy Game","XB",2004,"Misc","Gathering of Developers",0.05,0.02,0,0,0.07,47,20,52,7,"Top Heavy Studios","M",12,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other"
"Ghost in the Shell: Stand Alone Complex","PSP",2005,"Adventure","Atari",0.06,0,0,0.01,0.07,61,23,72,14,"G-Artists","T",11,"00s","SONY","7th Gen","SONY_PS","Other","Other","Namco"
"Open Season","Wii",2006,"Platform","Ubisoft",0.06,0,0,0.01,0.07,49,5,54,7,"Ubisoft","E10+",10,"00s","Nintendo","7th Gen","Nintendo_Wii","Ubisoft","France","Ubisoft"
"Crimson Sea 2","PS2",2004,"Action","Tecmo Koei",0.03,0.03,0,0.01,0.07,75,27,81,6,"Koei","T",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Tokyo Twilight Ghost Hunters","PSV",2014,"Role-Playing","Aksys Games",0.03,0.01,0.02,0.01,0.07,63,12,68,16,"TOYBOX","T",2,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other"
"Earth Defense Force 2: Invaders from Planet Space","PSV",2014,"Action","Xseed Games",0.02,0,0.04,0.01,0.07,72,20,83,22,"Sandlot","T",2,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other"
"Digimon World Championship","DS",2008,"Role-Playing","Namco Bandai Games",0,0,0.07,0,0.07,49,6,63,13,"Epics","E",8,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Namco"
"RayStorm","PS",1997,"Shooter","Sony Computer Entertainment",0.04,0.03,0,0,0.07,79,7,76,4,"Taito Corporation","E",19,"90s","SONY","5th Gen","SONY_PS","Square Enix","Japan","SONY"
"Dynasty Warriors 8: Empires","XOne",2014,"Action","Tecmo Koei",0.04,0.02,0,0.01,0.07,58,10,66,15,"Koei Tecmo Games","T",2,"10s","Microsoft","8th Gen","Microsoft_XBOX","Other","Other","Other"
"Catwoman","GC",2004,"Action","Electronic Arts",0.05,0.01,0,0,0.07,47,24,59,7,"Argonaut Games","T",12,"00s","Nintendo","6th Gen","Misc","Other","Other","EA"
"Colosseum: Road to Freedom","PS2",2005,"Role-Playing","Tecmo Koei",0.03,0.03,0,0.01,0.07,56,35,81,17,"Goshow","M",11,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Football Manager 2010","PC",2009,"Sports","Sega",0,0.06,0,0.01,0.07,87,33,88,262,"Sports Interactive","E",7,"00s","Microsoft","5th Gen","Misc","Other","Other","Sega"
"Target: Terror","Wii",2008,"Shooter","Konami Digital Entertainment",0.06,0,0,0.01,0.07,33,19,25,16,"Leviathan Games","M",8,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other"
"Mugen Souls Z","PS3",2013,"Role-Playing","Nippon Ichi Software",0.02,0.01,0.04,0.01,0.07,57,26,62,56,"Compile Heart","T",3,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"BeatMania","PS2",2006,"Simulation","Konami Digital Entertainment",0.03,0.03,0,0.01,0.07,67,30,87,11,"Konami","E10+",10,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Silpheed: The Lost Planet","PS2",2000,"Shooter","Swing! Entertainment",0.03,0.03,0,0.01,0.07,72,12,73,4,"Treasure","T",16,"90s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Real Time Conflict: Shogun Empires","DS",2005,"Strategy","Namco Bandai Games",0.06,0,0,0,0.07,35,6,54,11,"Box Clever Interactive","E10+",11,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Namco"
"Spartan: Total Warrior","GC",2005,"Action","Sega",0.05,0.01,0,0,0.07,73,24,81,15,"Creative Assembly","M",11,"00s","Nintendo","6th Gen","Misc","Other","Other","Sega"
"Pitfall: The Lost Expedition","XB",2004,"Platform","Activision",0.05,0.01,0,0,0.07,73,35,76,4,"Edge of Reality","E",12,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Activision Blizzard"
"River City Ransom EX","GBA",2004,"Action","Atlus",0.05,0.02,0,0,0.07,75,21,82,7,"Million","T",12,"00s","Nintendo","6th Gen","Misc","Other","Other","Other"
"Bionicle Heroes","X360",2006,"Shooter","Eidos Interactive",0.05,0.01,0,0.01,0.07,59,26,57,22,"Traveller's Tales","E10+",10,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Fable: The Lost Chapters","PC",2005,"Role-Playing","Microsoft Game Studios",0.01,0.05,0,0.01,0.07,83,54,85,489,"Lionhead Studios","M",11,"00s","Microsoft","5th Gen","Misc","Microsoft","US","Microsoft"
"Crazy Taxi 2","DC",2001,"Racing","Sega",0,0,0.07,0,0.07,82,18,79,29,"Hitmaker","T",15,"00s","Sega","6th Gen","Misc","Other","Other","Sega"
"The Sims 2: Seasons","PC",2007,"Simulation","Electronic Arts",0.01,0.04,0,0.01,0.07,78,20,71,29,"Maxis","T",9,"00s","Microsoft","5th Gen","Misc","EA","US","EA"
"The Testament of Sherlock Holmes","PC",2012,"Adventure","Focus Home Interactive",0,0.06,0,0.01,0.07,73,18,78,128,"Frogwares","M",4,"10s","Microsoft","5th Gen","Misc","Other","Other","Other"
"Robot Alchemic Drive","PS2",2002,"Action","Enix Corporation",0.03,0.03,0,0.01,0.07,79,21,80,13,"Sandlot","T",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Tomb Raider: Legend","DS",2006,"Action","Eidos Interactive",0.04,0.02,0,0.01,0.07,58,15,78,7,"Human Soft","T",10,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"Warhammer: Battle For Atluma","PSP",2006,"Action","Namco Bandai Games",0.06,0,0,0.01,0.07,55,8,72,8,"Sabertooth Games","T",10,"00s","SONY","7th Gen","SONY_PS","Other","Other","Namco"
"Eagle Flight","PS4",2016,"Adventure","Ubisoft",0.01,0.05,0,0.01,0.07,72,31,76,22,"Ubisoft, FunHouse","E10+",0,"10s","SONY","8th Gen","SONY_PS","Ubisoft","France","Ubisoft"
"Operation: Vietnam","DS",2007,"Shooter","Majesco Entertainment",0.06,0,0,0,0.07,65,16,61,4,"Coyote Console","T",9,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"Fighter Maker 2","PS2",2002,"Fighting","Enterbrain",0.03,0.03,0,0.01,0.07,58,11,76,5,"Enterbrain","T",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Lifeline","PS2",2003,"Adventure","Sony Computer Entertainment",0.03,0.03,0,0.01,0.07,61,31,75,9,"SCEJ","M",13,"00s","SONY","6th Gen","SONY_PS","SONY","Japan","SONY"
"Dragon Valor","PS",1999,"Role-Playing","Sony Computer Entertainment",0.04,0.03,0,0,0.07,57,9,81,10,"Namco","T",17,"90s","SONY","5th Gen","SONY_PS","Namco","Japan","SONY"
"NHL 2005","GC",2004,"Sports","Electronic Arts",0.05,0.01,0,0,0.07,75,18,54,5,"EA Sports","E",12,"00s","Nintendo","6th Gen","Misc","EA","US","EA"
"Microsoft Flight Simulator 2004: A Century of Flight","PC",2003,"Simulation","Microsoft Game Studios",0,0.06,0,0.01,0.07,88,22,80,49,"Microsoft Game Studios","E",13,"00s","Microsoft","5th Gen","Misc","Microsoft","US","Microsoft"
"Anubis II","Wii",2007,"Platform","Metro 3D",0.06,0,0,0,0.07,19,5,25,28,"Data Design Interactive","E",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other"
"Inversion","PS3",2012,"Shooter","Namco Bandai Games",0.03,0.03,0,0.01,0.07,56,23,52,43,"Saber Interactive","M",4,"10s","SONY","7th Gen","SONY_PS","Other","Other","Namco"
"Ultimate Marvel vs. Capcom 3","X360",2011,"Fighting","Capcom",0,0.03,0.04,0,0.07,79,44,60,85,"Capcom","T",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Assassin's Creed Chronicles","PSV",2016,"Action","Ubisoft",0.01,0.04,0.01,0.01,0.07,70,6,78,24,"Climax Studios","T",0,"10s","SONY","8th Gen","SONY_PS","Ubisoft","France","Ubisoft"
"Dragoneer's Aria","PSP",2007,"Role-Playing","Tecmo Koei",0.02,0,0.05,0,0.07,56,30,58,7,"Hit Maker","E10+",9,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"N+","DS",2007,"Platform","Atari",0.06,0,0,0,0.07,82,20,72,20,"Metanet Software Inc., SilverBirch Studios","E",9,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Namco"
"Obscure","PS2",2004,"Adventure","Microids",0.03,0.03,0,0.01,0.07,65,27,87,39,"Hydravision","M",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Ubisoft"
"Sega Soccer Slam","GC",2002,"Sports","Sega",0.05,0.01,0,0,0.07,84,22,75,7,"Black Box","E",14,"00s","Nintendo","6th Gen","Misc","EA","US","Sega"
"Deep Labyrinth","DS",2006,"Action","505 Games",0.06,0,0,0,0.07,57,18,86,4,"Interactive Brains","E10+",10,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"Spawn: Armageddon","GC",2003,"Action","Electronic Arts",0.05,0.01,0,0,0.07,61,19,70,9,"Point of View","M",13,"00s","Nintendo","6th Gen","Misc","Other","Other","EA"
"God Hand","PS2",2006,"Action","Capcom",0,0,0.07,0,0.07,73,48,75,165,"Clover Studio","M",10,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Legends of Wrestling II","GBA",2002,"Fighting","Acclaim Entertainment",0.05,0.02,0,0,0.07,24,11,35,10,"Powerhead Games","E",14,"00s","Nintendo","6th Gen","Misc","Other","Other","Other"
"Jurassic Park: Operation Genesis","XB",2003,"Simulation","Konami Digital Entertainment",0.05,0.01,0,0,0.07,69,21,86,19,"Blue Tongue Entertainment","T",13,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other"
"RedCard 20-03","PS2",2002,"Sports","Midway Games",0.03,0.03,0,0.01,0.07,73,19,88,6,"Midway","E",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Future Tactics: The Uprising","PS2",2004,"Strategy","Crave Entertainment",0.03,0.03,0,0.01,0.07,61,25,58,6,"Zed Two Limited","T",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Driver: Parallel Lines","XB",2006,"Racing","Atari",0.05,0.01,0,0,0.07,69,31,44,17,"Reflections Interactive","M",10,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Namco"
"Top Gun","PS3",2011,"Simulation","505 Games",0.06,0,0,0.01,0.07,49,25,42,5,"Doublesix","T",5,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Batman: Rise of Sin Tzu","GBA",2003,"Action","Ubisoft",0.05,0.02,0,0,0.07,63,12,66,4,"Ubisoft","E",13,"00s","Nintendo","6th Gen","Misc","Ubisoft","France","Ubisoft"
"Dragon Ball Z: Battle of Z","X360",2014,"Fighting","Namco Bandai Games",0.01,0.05,0,0,0.07,53,17,49,44,"Artdink","T",2,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Namco"
"World Racing","XB",2003,"Racing","TDK Mediactive",0.05,0.01,0,0,0.07,56,14,79,8,"Synetic","E",13,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other"
"Resident Evil 5","PC",2009,"Action","Capcom",0.01,0.04,0,0.01,0.07,86,30,69,597,"Capcom","M",7,"00s","Microsoft","5th Gen","Misc","Other","Other","Other"
"X-Men: The Official Game","GBA",2006,"Action","Activision",0.05,0.02,0,0,0.07,55,9,91,6,"WayForward","E10+",10,"00s","Nintendo","6th Gen","Misc","Other","Other","Activision Blizzard"
"The King of Fighters 02/03","PS2",2005,"Fighting","SNK",0.03,0.03,0,0.01,0.07,73,28,86,14,"SNK Playmore","T",11,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Armored Core: Nine Breaker","PS2",2004,"Simulation","505 Games",0.03,0.03,0,0.01,0.07,57,25,80,5,"From Software","T",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Terraria","PS4",2014,"Action","505 Games",0,0.05,0.01,0.01,0.07,83,4,77,47,"Engine Software","T",2,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other"
"Worms 3D","GC",2003,"Strategy","Sega",0.05,0.01,0,0,0.07,69,23,74,19,"Team 17","T",13,"00s","Nintendo","6th Gen","Misc","Other","Other","Sega"
"TRON: Evolution","PC",2010,"Action","Disney Interactive Studios",0.06,0,0,0,0.07,57,11,58,25,"Propaganda Games","T",6,"00s","Microsoft","5th Gen","Misc","Other","Other","Other"
"The Guided Fate Paradox","PS3",2013,"Role-Playing","Nippon Ichi Software",0,0,0.06,0,0.07,74,27,76,66,"Nippon Ichi Software","T",3,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Mayhem 3D","X360",2011,"Racing","Evolved Games",0.06,0,0,0,0.07,47,4,84,9,"Zoo Games","E10+",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"WipEout HD Fury","PS3",2009,"Racing","Sony Computer Entertainment",0,0.05,0,0.01,0.07,89,15,82,115,"Studio Liverpool","E10+",7,"00s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY"
"Fallout: Brotherhood of Steel","PS2",2004,"Role-Playing","Avalon Interactive",0.03,0.03,0,0.01,0.07,64,31,39,51,"Interplay","M",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Flower, Sun, and Rain","DS",2008,"Adventure","Rising Star Games",0.06,0,0,0,0.07,54,37,69,15,"h.a.n.d. Inc.","T",8,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"Gunstar Super Heroes","GBA",2005,"Shooter","Sega",0.05,0.02,0,0,0.07,83,31,83,13,"Treasure","E10+",11,"00s","Nintendo","6th Gen","Misc","Other","Other","Sega"
"Cities XL 2012","PC",2011,"Strategy","Focus Home Interactive",0.01,0.05,0,0.01,0.07,61,18,54,95,"Monte Cristo Multimedia","E",5,"10s","Microsoft","5th Gen","Misc","Other","Other","Other"
"Worms Forts: Under Siege","XB",2004,"Strategy","Sega",0.05,0.01,0,0,0.07,67,15,78,6,"Team 17","T",12,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Sega"
"Full Spectrum Warrior: Ten Hammers","PS2",2006,"Strategy","THQ",0.03,0.02,0,0.01,0.07,71,26,78,5,"Pandemic Studios","M",10,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Natural Doctrine","PSV",2014,"Role-Playing","Nippon Ichi Software",0.02,0.01,0.03,0.01,0.07,60,7,73,29,"Kadokawa","M",2,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other"
"Prince of Persia: The Fallen King","DS",2008,"Action","Ubisoft",0.06,0,0,0,0.07,64,24,58,9,"Ubisoft","E",8,"00s","Nintendo","7th Gen","Nintendo_DS","Ubisoft","France","Ubisoft"
"NHL Hitz Pro","XB",2003,"Sports","Midway Games",0.05,0.01,0,0,0.07,81,23,86,12,"Next Level Games","E",13,"00s","Microsoft","6th Gen","Microsoft_XBOX","Nintendo","Japan","Other"
"Broken Sword 5: The Serpent's Curse","PS4",2015,"Adventure","Revolution Software",0,0.06,0,0.01,0.07,72,14,70,23,"Revolution Software","T",1,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other"
"Alan Wake","PC",2012,"Action","Nordic Games",0,0.06,0,0.01,0.06,83,30,78,1473,"Remedy Entertainment","T",4,"10s","Microsoft","5th Gen","Misc","Other","Other","Other"
"Risen 3: Titan Lords","X360",2014,"Role-Playing","Deep Silver",0.02,0.04,0,0,0.06,44,8,42,69,"Piranha Bytes","M",2,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Steambot Chronicles: Battle Tournament","PSP",2008,"Fighting","Irem Software Engineering",0.05,0,0.01,0.01,0.06,54,14,61,8,"Irem","E10+",8,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Wings of War","XB",2004,"Simulation","Take-Two Interactive",0.05,0.01,0,0,0.06,62,29,48,5,"Silver Wish Games","T",12,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Sega"
"187: Ride or Die","XB",2005,"Racing","Ubisoft",0.05,0.01,0,0,0.06,51,40,67,8,"Ubisoft Paris","M",11,"00s","Microsoft","6th Gen","Microsoft_XBOX","Ubisoft","France","Ubisoft"
"RPG Maker 3","PS2",2004,"Role-Playing","Enterbrain",0.03,0.02,0,0.01,0.06,69,16,77,14,"Runtime","E10+",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Kabuki Warriors","XB",2001,"Action","Genki",0.05,0.01,0,0,0.06,32,15,23,12,"Light Weight","M",15,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other"
