"Platform","Year_of_Release","Genre","Publisher","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating","Year_since_Release","Decade","Platform_Company","Platform_Gen","Family_Platform","Main_Developer","Developer_Country","Main_Publisher","Region","Sales"
"PS2",2001,"Racing","Acclaim Entertainment",36,6,37,15,"Broadsword Interactive","E",15,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"PS2",2004,"Role-Playing","Tecmo Koei",74,38,75,38,"Gust","T",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"PC",2011,"Shooter","Warner Bros. Interactive Entertainment",74,34,57,420,"Day 1 Studios","M",5,"10s","Microsoft","5th Gen","Misc","Other","Other","Other","Other_Sales",0.03
"GC",2005,"Platform","THQ",75,17,91,4,"Avalanche Software","E",11,"00s","Nintendo","6th Gen","Misc","Other","Other","Other","Other_Sales",0
"XOne",2014,"Misc","Disney Interactive Studios",77,48,73,67,"Harmonix Music Systems","E10+",2,"10s","Microsoft","8th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"GC",2002,"Sports","Electronic Arts",78,13,63,4,"EA Sports","T",14,"00s","Nintendo","6th Gen","Misc","EA","US","EA","Other_Sales",0
"PSP",2006,"Puzzle","Konami Digital Entertainment",73,30,68,7,"Hudson","E",10,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.01
"GC",2003,"Sports","Electronic Arts",89,16,73,6,"EA Sports","E",13,"00s","Nintendo","6th Gen","Misc","EA","US","EA","Other_Sales",0
"GC",2001,"Racing","Acclaim Entertainment",83,21,76,14,"Acclaim","E",15,"00s","Nintendo","6th Gen","Misc","Other","Other","Other","Other_Sales",0
"PS2",2005,"Role-Playing","Atari",48,7,67,37,"Bandai","E",11,"00s","SONY","6th Gen","SONY_PS","Namco","Japan","Namco","Other_Sales",0.02
"X360",2009,"Strategy","Sega",48,36,66,17,"Creative Assembly","M",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Sega","Other_Sales",0.01
"Wii",2007,"Adventure","Electronic Arts",77,38,83,48,"EA Redwood Shores","M",9,"00s","Nintendo","7th Gen","Nintendo_Wii","EA","US","EA","Other_Sales",0.01
"3DS",2012,"Platform","Namco Bandai Games",71,13,52,19,"Inti Creates","E10+",4,"10s","Nintendo","8th Gen","Nintendo_DS","Other","Other","Namco","Other_Sales",0.01
"XB",2004,"Racing","Zoo Digital Publishing",44,6,57,9,"Creat Studios","T",12,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"3DS",2011,"Action","Ubisoft",56,8,55,12,"Ubisoft Montpellier","E10+",5,"10s","Nintendo","8th Gen","Nintendo_DS","Ubisoft","France","Ubisoft","Other_Sales",0.02
"X360",2013,"Action","Tecmo Koei",65,21,73,35,"Omega Force","T",3,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"XB",2005,"Strategy","Deep Silver",78,55,73,23,"Phantagram","M",11,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"XB",2002,"Action","Atari",53,19,50,5,"Paradigm Entertainment","T",14,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Namco","Other_Sales",0.01
"PSP",2005,"Shooter","THQ",74,49,81,30,"Planet Moon Studios","M",11,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.01
"X360",2012,"Simulation","Konami Digital Entertainment",77,18,87,18,"Gaijin Entertainment","T",4,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"X360",2009,"Racing","THQ",54,8,56,5,"Incinerator Games","E",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"PS3",2007,"Sports","Electronic Arts",81,31,63,16,"EA Canada","E",9,"00s","SONY","7th Gen","SONY_PS","EA","US","EA","Other_Sales",0.02
"PC",2012,"Action","Nordic Games",81,23,76,653,"Vigil Games","M",4,"10s","Microsoft","5th Gen","Misc","Other","Other","Other","Other_Sales",0.02
"PS2",2005,"Racing","Konami Digital Entertainment",70,43,74,17,"Konami","E",11,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"PC",2011,"Racing","Codemasters",86,23,67,433,"Codemasters","T",5,"10s","Microsoft","5th Gen","Misc","Other","Other","Other","Other_Sales",0.03
"PS2",2004,"Misc","Eidos Interactive",49,29,61,7,"Artificial Mind and Movement","T",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"WiiU",2012,"Action","THQ",85,36,80,153,"Vigil Games","M",4,"10s","Nintendo","8th Gen","Nintendo_Wii","Other","Other","Other","Other_Sales",0.01
"GC",2004,"Shooter","Global Star",56,11,65,7,"3DO","T",12,"00s","Nintendo","6th Gen","Misc","Other","Other","Other","Other_Sales",0
"X360",2006,"Shooter","Microsoft Game Studios",64,45,84,24,"Game Arts, Seta Corporation","T",10,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Microsoft","Other_Sales",0.01
"PS3",2009,"Sports","Take-Two Interactive",66,23,69,8,"Take-Two Interactive","E10+",7,"00s","SONY","7th Gen","SONY_PS","Sega","Japan","Sega","Other_Sales",0.01
"PS2",2008,"Sports","Konami Digital Entertainment",67,9,83,8,"Konami","E",8,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.01
"DS",2007,"Puzzle","White Park Bay Software",77,9,75,9,"Magellan Interactive","E",9,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other","Other_Sales",0.01
"PS3",2013,"Role-Playing","Nippon Ichi Software",65,18,85,41,"Aqua Plus","T",3,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"DS",2009,"Puzzle","D3Publisher",75,33,65,6,"Infinite Interactive","E10+",7,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other","Other_Sales",0.01
"X360",2011,"Platform","THQ",77,54,73,23,"Blue Tongue Entertainment","E10+",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"PS",2000,"Action","Activision",30,5,67,9,"Paradox Development","E",16,"90s","SONY","5th Gen","SONY_PS","Tencent","China","Activision Blizzard","Other_Sales",0.01
"Wii",2007,"Action","Tecmo Koei",53,30,66,6,"Koei, Omega Force","T",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other","Other_Sales",0.01
"PS3",2008,"Sports","Sony Computer Entertainment",63,17,49,7,"SCEA San Diego Studios","E",8,"00s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY","Other_Sales",0.01
"PSP",2005,"Role-Playing","Sony Computer Entertainment",72,38,73,19,"Climax Entertainment","T",11,"00s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY","Other_Sales",0.01
"PSP",2009,"Fighting","Namco Bandai Games",60,15,60,10,"Racjin","T",7,"00s","SONY","7th Gen","SONY_PS","Other","Other","Namco","Other_Sales",0.01
"X360",2010,"Action","THQ",55,10,61,6,"THQ","E10+",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"DS",2007,"Fighting","Sega",82,28,77,14,"Treasure","T",9,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Sega","Other_Sales",0.01
"GBA",2003,"Action","Ubisoft",75,25,86,5,"Ubisoft Montreal","T",13,"00s","Nintendo","6th Gen","Misc","Ubisoft","France","Ubisoft","Other_Sales",0
"DS",2010,"Action","Ubisoft",57,7,61,6,"Ubisoft Casablanca","E10+",6,"00s","Nintendo","7th Gen","Nintendo_DS","Ubisoft","France","Ubisoft","Other_Sales",0.01
"XB",2003,"Sports","Sega",89,22,84,14,"Blue Shift","E",13,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Sega","Other_Sales",0.01
"XB",2002,"Shooter","Take-Two Interactive",75,22,80,16,"Croteam","M",14,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Sega","Other_Sales",0.01
"DS",2005,"Puzzle","Ubisoft",75,30,68,12,"Racjin","E",11,"00s","Nintendo","7th Gen","Nintendo_DS","Ubisoft","France","Ubisoft","Other_Sales",0.01
"GC",2005,"Action","Capcom",74,57,83,64,"Grasshopper Manufacture","M",11,"00s","Nintendo","6th Gen","Misc","Other","Other","Other","Other_Sales",0
"GC",2006,"Platform","Sega",51,24,70,9,"TT Games","E",10,"00s","Nintendo","6th Gen","Misc","Other","Other","Sega","Other_Sales",0
"PS",2001,"Sports","Electronic Arts",81,8,62,5,"EA Sports","E",15,"00s","SONY","5th Gen","SONY_PS","EA","US","EA","Other_Sales",0.01
"XB",2004,"Fighting","Capcom",79,33,62,9,"Capcom","T",12,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"XB",2004,"Shooter","Atari",61,45,59,14,"Zombie","T",12,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Namco","Other_Sales",0.01
"PS2",2005,"Adventure","Atari",83,47,76,104,"Quantic Dream","M",11,"00s","SONY","6th Gen","SONY_PS","Other","Other","Namco","Other_Sales",0.02
"X360",2005,"Sports","Electronic Arts",62,39,58,34,"EA Canada","E",11,"00s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA","Other_Sales",0.01
"PS2",2005,"Role-Playing","Atari",64,47,87,9,"Square Enix","T",11,"00s","SONY","6th Gen","SONY_PS","Square Enix","Japan","Namco","Other_Sales",0.02
"PSV",2014,"Role-Playing","Sony Computer Entertainment",78,26,78,84,"Alfa System","T",2,"10s","SONY","8th Gen","SONY_PS","SONY","Japan","SONY","Other_Sales",0
"PS2",2001,"Racing","Electronic Arts",83,13,81,9,"EA Sports","E",15,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","Other_Sales",0.02
"PC",2010,"Action","THQ",83,18,76,603,"Vigil Games","M",6,"00s","Microsoft","5th Gen","Misc","Other","Other","Other","Other_Sales",0.02
"GC",2002,"Simulation","Titus",59,10,69,7,"Titus Software","E",14,"00s","Nintendo","6th Gen","Misc","Other","Other","Other","Other_Sales",0
"PS3",2007,"Action","Take-Two Interactive",47,26,60,10,"Visual Concepts","T",9,"00s","SONY","7th Gen","SONY_PS","Sega","Japan","Sega","Other_Sales",0.02
"GC",2002,"Sports","Acclaim Entertainment",83,16,78,6,"Acclaim","E",14,"00s","Nintendo","6th Gen","Misc","Other","Other","Other","Other_Sales",0
"XB",2002,"Fighting","Rage Software",74,22,71,6,"Rage Software","T",14,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"PS3",2010,"Action","THQ",43,5,40,6,"THQ Australia","E10+",6,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"DS",2008,"Shooter","Square Enix",85,41,74,16,"Taito Corporation","E",8,"00s","Nintendo","7th Gen","Nintendo_DS","Square Enix","Japan","Square Enix","Other_Sales",0.01
"Wii",2011,"Action","Sega",56,14,78,9,"Red Fly Studio","T",5,"10s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Sega","Other_Sales",0.01
"XB",2004,"Shooter","THQ",71,35,83,4,"Terminal Reality","M",12,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"XB",2006,"Action","THQ",51,29,60,9,"Appaloosa Interactive","M",10,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"PS2",2001,"Shooter","Codemasters",52,12,62,5,"Pipe Dream Interactive","T",15,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"GC",2006,"Action","Activision",50,31,61,8,"Hypnos","T",10,"00s","Nintendo","6th Gen","Misc","Other","Other","Activision Blizzard","Other_Sales",0
"PS2",2005,"Racing","Ubisoft",52,33,66,12,"Ubisoft","M",11,"00s","SONY","6th Gen","SONY_PS","Ubisoft","France","Ubisoft","Other_Sales",0.02
"XOne",2016,"Shooter","Take-Two Interactive",71,20,70,171,"Gearbox Software","T",0,"10s","Microsoft","8th Gen","Microsoft_XBOX","Other","Other","Sega","Other_Sales",0.01
"GC",2005,"Adventure","Nintendo",66,43,83,23,"n-Space","M",11,"00s","Nintendo","6th Gen","Misc","Nintendo","Japan","Nintendo","Other_Sales",0
"PS4",2016,"Fighting","Deep Silver",79,54,85,208,"SNK Playmore","T",0,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"PSV",2016,"Role-Playing","Namco Bandai Games",60,5,68,8,"Bandai Namco Games","T",0,"10s","SONY","8th Gen","SONY_PS","Namco","Japan","Namco","Other_Sales",0.01
"GBA",2002,"Fighting","Capcom",83,17,76,10,"Crawfish Interactive","T",14,"00s","Nintendo","6th Gen","Misc","Other","Other","Other","Other_Sales",0
"DS",2004,"Racing","Namco Bandai Games",63,35,65,7,"Namco","E",12,"00s","Nintendo","7th Gen","Nintendo_DS","Namco","Japan","Namco","Other_Sales",0.01
"PS3",2010,"Sports","Sony Computer Entertainment",66,14,79,23,"SCEA","E10+",6,"00s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY","Other_Sales",0.01
"PS4",2016,"Action","Warner Bros. Interactive Entertainment",73,16,79,7,"Warner Bros. Interactive Entertainment","E10+",0,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"DS",2005,"Puzzle","505 Games",39,12,23,4,"Interchannel","E",11,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other","Other_Sales",0.01
"DC",2001,"Adventure","Sega",88,9,92,201,"Sega AM2","T",15,"00s","Sega","6th Gen","Misc","Sega","Japan","Sega","Other_Sales",0
"X360",2008,"Simulation","Ubisoft",64,22,75,38,"From Software","T",8,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Ubisoft","Other_Sales",0.01
"PS2",2003,"Shooter","Play It",35,15,48,23,"Black Ops Entertainment","M",13,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"GC",2005,"Action","Vivendi Games",84,30,89,14,"Radical Entertainment","T",11,"00s","Nintendo","6th Gen","Misc","Other","Other","Ubisoft","Other_Sales",0
"GC",2005,"Action","Ubisoft",84,34,79,22,"Ubisoft","M",11,"00s","Nintendo","6th Gen","Misc","Ubisoft","France","Ubisoft","Other_Sales",0
"PS3",2007,"Simulation","Ubisoft",70,10,70,12,"Ubisoft Romania","T",9,"00s","SONY","7th Gen","SONY_PS","Ubisoft","France","Ubisoft","Other_Sales",0.02
"PS3",2014,"Role-Playing","Nippon Ichi Software",90,4,76,71,"Falcom","T",2,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.01
"GC",2005,"Action","Electronic Arts",66,38,70,10,"Eurocom Entertainment Software","T",11,"00s","Nintendo","6th Gen","Misc","EA","US","EA","Other_Sales",0
"PS",2001,"Racing","Activision",76,8,85,9,"Traveller's Tales","E",15,"00s","SONY","5th Gen","SONY_PS","Other","Other","Activision Blizzard","Other_Sales",0.01
"PS",2000,"Platform","Ubisoft",65,4,68,10,"Ubisoft Shanghai","E",16,"90s","SONY","5th Gen","SONY_PS","Ubisoft","France","Ubisoft","Other_Sales",0.01
"PSP",2010,"Role-Playing","Falcom Corporation",80,25,81,57,"Falcom","T",6,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.01
"XB",2004,"Platform","Vivendi Games",66,30,85,29,"Traveller's Tales","E",12,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Ubisoft","Other_Sales",0.01
"XB",2006,"Sports","Electronic Arts",65,17,83,10,"EA Tiburon","E10+",10,"00s","Microsoft","6th Gen","Microsoft_XBOX","EA","US","EA","Other_Sales",0.01
"GBA",2003,"Shooter","Electronic Arts",80,19,70,12,"Netherock Ltd.","T",13,"00s","Nintendo","6th Gen","Misc","Other","Other","EA","Other_Sales",0
"WiiU",2016,"Action","Warner Bros. Interactive Entertainment",74,6,78,11,"TT Games","E10+",0,"10s","Nintendo","8th Gen","Nintendo_Wii","Other","Other","Other","Other_Sales",0.01
"DS",2008,"Role-Playing","D3Publisher",68,18,58,4,"Media Vision","E",8,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other","Other_Sales",0.01
"XB",2005,"Misc","Sega",81,25,80,9,"Sega","E",11,"00s","Microsoft","6th Gen","Microsoft_XBOX","Sega","Japan","Sega","Other_Sales",0.01
"X360",2011,"Action","DTP Entertainment",39,27,42,29,"Kylotonn","M",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"X360",2013,"Shooter","D3Publisher",68,25,79,63,"Sandlot","M",3,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"X360",2009,"Sports","Take-Two Interactive",69,31,77,15,"Take-Two Interactive","E10+",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","Sega","Japan","Sega","Other_Sales",0.01
"GC",2003,"Shooter","Ubisoft",59,15,52,17,"Red Storm Entertainment","M",13,"00s","Nintendo","6th Gen","Misc","Ubisoft","France","Ubisoft","Other_Sales",0
"3DS",2011,"Misc","Namco Bandai Games",43,11,52,11,"Namco Bandai Games","E",5,"10s","Nintendo","8th Gen","Nintendo_DS","Namco","Japan","Namco","Other_Sales",0.01
"PSP",2004,"Fighting","Capcom",74,27,77,25,"Capcom","T",12,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.01
"Wii",2012,"Action","THQ",74,4,58,9,"THQ","T",4,"10s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other","Other_Sales",0.01
"XB",2001,"Racing","Eidos Interactive",65,21,75,6,"Crystal Dynamics","T",15,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"3DS",2012,"Platform","Ubisoft",71,8,61,65,"UBlart Montpellier","E10+",4,"10s","Nintendo","8th Gen","Nintendo_DS","Other","Other","Ubisoft","Other_Sales",0.01
"PSP",2013,"Role-Playing","Namco Bandai Games",74,7,81,6,"Felistella","T",3,"10s","SONY","7th Gen","SONY_PS","Other","Other","Namco","Other_Sales",0
"PSP",2011,"Role-Playing","Unknown",66,19,70,39,"Image Epoch, Imageepoch","T",5,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other","Other_Sales",0
"PS2",2002,"Sports","Acclaim Entertainment",54,14,44,17,"Z-Axis, Ltd.","M",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"GBA",2003,"Role-Playing","Konami Digital Entertainment",83,31,94,16,"KCEJ","E",13,"00s","Nintendo","6th Gen","Misc","Other","Other","Other","Other_Sales",0
"XB",2004,"Fighting","Zoo Digital Publishing",86,34,74,12,"Arc System Works","T",12,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"XOne",2016,"Action","Microsoft Game Studios",63,75,64,445,"Armature Studio, comcept","T",0,"10s","Microsoft","8th Gen","Microsoft_XBOX","Microsoft","US","Microsoft","Other_Sales",0.01
"PS3",2007,"Shooter","Activision",50,14,52,13,"Cauldron Ltd.","M",9,"00s","SONY","7th Gen","SONY_PS","Other","Other","Activision Blizzard","Other_Sales",0.01
"PC",2012,"Racing","Codemasters",80,15,67,115,"Codemasters","E",4,"10s","Microsoft","5th Gen","Misc","Other","Other","Other","Other_Sales",0.02
"GC",2002,"Sports","Midway Games",80,10,73,4,"Gratuitous Games","E",14,"00s","Nintendo","6th Gen","Misc","Other","Other","Other","Other_Sales",0
"DS",2004,"Sports","Electronic Arts",64,21,72,7,"Sensory Sweep","E",12,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","EA","Other_Sales",0.01
"XB",2003,"Action","Microsoft Game Studios",66,42,71,28,"Rare Ltd.","E",13,"00s","Microsoft","6th Gen","Microsoft_XBOX","Microsoft","US","Microsoft","Other_Sales",0.01
"X360",2007,"Racing","THQ",58,9,76,6,"Rainbow Studios","E",9,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"PS2",2005,"Role-Playing","Ghostlight",76,42,80,33,"Nautilus","T",11,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"DS",2007,"Misc","Ubisoft",56,13,59,8,"Ubisoft Bulgaria","E",9,"00s","Nintendo","7th Gen","Nintendo_DS","Ubisoft","France","Ubisoft","Other_Sales",0.01
"PC",2011,"Action","Unknown",83,29,83,1613,"Re-Logic","T",5,"10s","Microsoft","5th Gen","Misc","Other","Other","Other","Other_Sales",0.01
"XB",2005,"Racing","Midway Games",59,36,28,4,"Midway","T",11,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"PS3",2010,"Role-Playing","Compile Heart",56,6,70,36,"Idea Factory, Compile Heart","T",6,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.01
"3DS",2012,"Action","Activision",59,9,48,13,"n-Space","E10+",4,"10s","Nintendo","8th Gen","Nintendo_DS","Nintendo","Japan","Activision Blizzard","Other_Sales",0.01
"Wii",2007,"Action","Activision",59,29,78,6,"Next Level Games","E10+",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Nintendo","Japan","Activision Blizzard","Other_Sales",0.01
"PS2",2001,"Action","Wanadoo",74,22,87,72,"Tecmo","T",15,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"GBA",2003,"Platform","Ubisoft",83,21,76,8,"Ubisoft","E",13,"00s","Nintendo","6th Gen","Misc","Ubisoft","France","Ubisoft","Other_Sales",0
"PS4",2015,"Action","PQube",80,10,75,31,"Arc System Works","T",1,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"PS2",2005,"Role-Playing","505 Games",69,38,71,17,"Media Vision","T",11,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"GC",2007,"Action","THQ",60,7,54,7,"Asobo Studio","E",9,"00s","Nintendo","6th Gen","Misc","Other","Other","Other","Other_Sales",0
"PS2",2009,"Action","Electronic Arts",50,4,21,6,"Double Helix Games","T",7,"00s","SONY","6th Gen","SONY_PS","Other","Other","EA","Other_Sales",0.03
"PS2",2001,"Platform","TDK Mediactive",58,7,33,6,"Lucky Chicken","E",15,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"DS",2007,"Shooter","Vivendi Games",79,36,77,26,"Kuju Entertainment","E",9,"00s","Nintendo","7th Gen","Nintendo_DS","Ubisoft","France","Ubisoft","Other_Sales",0.01
"PS3",2012,"Shooter","EA Games",75,29,63,106,"Starbreeze","M",4,"10s","SONY","7th Gen","SONY_PS","Other","Other","EA","Other_Sales",0.02
"3DS",2011,"Platform","Nippon Ichi Software",82,29,75,72,"Nicalis","E10+",5,"10s","Nintendo","8th Gen","Nintendo_DS","Other","Other","Other","Other_Sales",0.01
"PSP",2006,"Platform","Capcom",82,28,73,36,"Capcom","E",10,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"PSP",2008,"Role-Playing","Acquire",61,12,69,12,"Zerodiv","T",8,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.01
"PS2",2004,"Adventure","Codemasters",76,48,78,23,"Free Radical Design","T",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"PC",2014,"Shooter","Sega",81,41,82,1588,"Creative Assembly","M",2,"10s","Microsoft","5th Gen","Misc","Other","Other","Sega","Other_Sales",0.01
"PC",2015,"Action","Square Enix",74,50,51,529,"Avalanche Studios","M",1,"10s","Microsoft","5th Gen","Misc","Other","Other","Square Enix","Other_Sales",0.01
"PS2",2004,"Role-Playing","Tecmo Koei",81,40,77,22,"Nippon Ichi Software","T",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"X360",2011,"Action","Sega",38,40,55,22,"Liquid Entertainment","T",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Sega","Other_Sales",0.01
"GC",2004,"Sports","Electronic Arts",78,22,83,6,"EA Canada","E",12,"00s","Nintendo","6th Gen","Misc","EA","US","EA","Other_Sales",0
"PSP",2009,"Simulation","Rising Star Games",74,6,77,12,"Marvelous Entertainment","E",7,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.01
"PSP",2009,"Role-Playing","Atlus",68,13,71,21,"Sting","T",7,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.01
"PS2",2001,"Sports","3DO",44,14,55,6,"3DO","T",15,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"PS2",2004,"Misc","Codemasters",79,28,84,8,"Mix Max","T",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"XB",2003,"Action","Atari",35,24,18,10,"Black Ops Entertainment","T",13,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Namco","Other_Sales",0.01
"XB",2005,"Sports","Electronic Arts",81,35,79,10,"EA Canada","E",11,"00s","Microsoft","6th Gen","Microsoft_XBOX","EA","US","EA","Other_Sales",0.01
"XB",2002,"Sports","Sega",84,12,82,5,"Kush Games","E",14,"00s","Microsoft","6th Gen","Microsoft_XBOX","Sega","Japan","Sega","Other_Sales",0.01
"Wii",2007,"Fighting","Ubisoft",59,26,52,8,"Cavia Inc.","T",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Ubisoft","Other_Sales",0.01
"PS3",2013,"Simulation","Focus Home Interactive",40,17,27,9,"Giants Software","E",3,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
"PSP",2004,"Role-Playing","Namco Bandai Games",63,25,67,11,"Microvision","E10+",12,"00s","SONY","7th Gen","SONY_PS","Other","Other","Namco","Other_Sales",0
"GBA",2001,"Shooter","Activision",81,24,83,15,"David A. Palmer Productions","T",15,"00s","Nintendo","6th Gen","Misc","Other","Other","Activision Blizzard","Other_Sales",0
"PS2",2001,"Misc","Sony Computer Entertainment",67,26,64,26,"NanaOn-Sha","E",15,"00s","SONY","6th Gen","SONY_PS","Other","Other","SONY","Other_Sales",0.02
"PS3",2008,"Sports","Electronic Arts",64,12,69,12,"EA Tiburon","E",8,"00s","SONY","7th Gen","SONY_PS","EA","US","EA","Other_Sales",0.01
"XB",2006,"Action","Eidos Interactive",81,27,89,32,"Io Interactive","M",10,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"PSP",2009,"Sports","Takara Tomy",77,16,68,13,"Ntreev Soft","E10+",7,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.01
"PSP",2005,"Sports","Sony Computer Entertainment",65,22,66,4,"Page 44 Studios","E10+",11,"00s","SONY","7th Gen","SONY_PS","Other","Other","SONY","Other_Sales",0.01
"XB",2002,"Sports","Midway Games",72,12,76,4,"Point of View","E",14,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other","Other_Sales",0.01
"PSP",2006,"Misc","Sony Computer Entertainment",67,43,50,16,"Epics","E",10,"00s","SONY","7th Gen","SONY_PS","Other","Other","SONY","Other_Sales",0.02
"PS2",2002,"Adventure","Electronic Arts",72,24,77,8,"Westwood Studios","T",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","EA","Other_Sales",0.02
"PS2",2001,"Action","Acclaim Entertainment",64,15,71,37,"Bizarre Creations","T",15,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","Other_Sales",0.02
